#
# This data is provided by behindthename.com and is licensed under CC BY-SA 4.0.
# To view a copy of this license, visit https://creativecommons.org/licenses/by-sa/4.0
#
# Given names, their genders and synonyms, exported from the behindthename.com database.
# Fri, 26 Sep 2025 23:27:02 -0700
#
# name	gender	related
Jessamine	f	Jasmin,Jasmine,Jasmyn,Jazmin,Jazmine,Jazmyn,Yazmin
Jessamyn	f	Jasmin,Jasmine,Jasmyn,Jazmin,Jazmine,Jazmyn,Yazmin
Jesse	m	Jess,Jessie,Jessy
Jessé	m	
Jessenia	f	Jesenia,Yesenia,Yessenia
Jessi	f	Jess,Jessa,Jessica,Jessie,Jessika,Jessy
Jéssica	f	Jésica,Jessica,Yésica,Yéssica
Jessica	f	Gessica,Jésica,Jess,Jessa,Jessi,Jéssica,Jessie,Jessika,Jessy,Yésica,Yéssica
Jessie	fm	Jean,Jess,Jessa,Jesse,Jessi,Jessica,Jessika,Jessy,Teasag
Jessika	f	Jess,Jessa,Jessi,Jessica,Jessie,Jessy
Jessy	mf	Jess,Jessa,Jesse,Jessi,Jessica,Jessie,Jessika
Jessye	f	Jess,Jessa,Jessi,Jessica,Jessie,Jessika,Jessy
Jesús	m	Chucho,Chus,Chuy
Jesus	m	
Jesusa	f	Chus
Jet	f	Henriëtte,Henriette,Jetta,Maaike,Maria,Marieke,Mariëlle,Mariëtte,Marije,Marijke,Marike,Mariska,Marita,Marjo,Meike,Mia,Mieke,Miep,Mies,Ria
Jethro	m	
Jett	m	
Jetta	f	Henriëtte,Henriette,Jet
Jette	f	Henny,Henriette
Jeunesse	f	
Jevgeni	m	
Jevgēņija	f	Jevgeņija
Jevgeņija	f	Jevgēņija
Jevgēņijs	m	Jevgeņijs
Jevgeņijs	m	Jevgēņijs
Jevrem	m	
Jewel	fm	
Jewell	fm	
Jez	m	Jem,Jemmy,Jere,Jeremiah,Jeremy,Jerry,Jezza
Jézabel	f	
Jezabel	f	
Jezebel	f	
Jezza	m	Jem,Jemmy,Jere,Jeremiah,Jeremy,Jerry,Jez
Jhon	m	Jhonny
Jhonny	m	Jhon
Ji	mf	
Ji-a	f	
Jia	mf	
Jiahao	m	
Ji-an	fm	
Jian	mf	
Jiang	mf	
Jianguo	m	
Jianhong	m	
Jianhua	mf	
Jianjun	m	
Jianping	mf	
Jibril	m	Jabril
Jie	mf	
Ji-eun	f	
Jihad	mf	Jehad
Ji-ho	mf	
Ji-hoon	m	Ji-hun
Ji-hu	mf	
Ji-hun	m	Ji-hoon
Ji-hye	f	
Ji-hyeon	fm	Ji-hyun
Ji-hyun	fm	Ji-hyeon
Jilani	m	
Jill	f	Gill,Gillian,Jillian,Jillie,Jilly,Juliana,Julianna,Julianne
Jillian	f	Gill,Gillian,Jill,Jillie,Jilly
Jillie	f	Gill,Gillian,Jill,Jillian,Jilly,Juliana,Julianna,Julianne
Jilly	f	Gill,Gillian,Jill,Jillian,Jillie,Juliana,Julianna,Julianne
Jim	m	Jai,James,Jay,Jaymes,Jem,Jemmy,Jimi,Jimmie,Jimmy
Jimena	f	Ximena
Jimeno	m	
Jimi	m	Jai,James,Jay,Jaymes,Jem,Jemmy,Jim,Jimmie,Jimmy
Ji-min	fm	
Jimmie	mf	Jai,James,Jay,Jaye,Jaymes,Jem,Jemmy,Jim,Jimi,Jimmy
Jimmu	m	
Jimmy	m	Jai,James,Jay,Jaymes,Jem,Jemmy,Jim,Jimi,Jimmie
Jin	mf	Chin
Jinan	mf	
Jindra	fm	Jindřich,Jindřiška
Jindřich	m	Jindra
Jindřiška	f	Jindra
Jing	fm	
Jingjing	fm	
Jingyi	mf	
Jin-ho	m	
Jinny	f	Gena,Gina,Ginger,Ginnie,Ginny,Jeana,Jeanna,Virgee,Virgie,Virginia
Jip	mf	
Jirair	m	Zhirayr
Jiří	m	Juraj
Jiřina	f	
Jiro	m	Jirō,Jirou
Jirō	m	Jiro,Jirou
Jirou	m	Jiro,Jirō
Ji-soo	fm	Ji-su
Ji-su	fm	Ji-soo
Jitender	m	
Jitendra	m	Jeetendra
Jitka	f	Dita,Judita
Ji-u	fm	Ji-woo
Ji-won	fm	
Ji-woo	fm	Ji-u
Ji-yeon	f	
Ji-yeong	f	Ji-young
Ji-yoon	f	Ji-yun
Ji-young	f	Ji-yeong
Ji-yu	f	
Ji-yun	f	Ji-yoon
Jĭzbygněvŭ	m	
Jo	fm	Achim,Han,Hanne,Hannes,Hans,Hänsel,Jan,Joachim,Joan,Joanie,Joann,Joanna,Joanne,Jochen,Jockel,Jodi,Jodie,Jody,Joe,Joes,Joetta,Joey,Johan,Johann,Johanna,Johannes,Jojo,Jon,Jone,Joni,Jonie,Joop,Josef,Joseph,Josephine,Josey,Josie,Jupp,Posie,Posy,Sepp
Joab	m	
Joabe	m	
Joachim	m	Achim,Ioachim,Ioakeim,Jo,Jochen,Jockel
Joah	m	
Joakim	m	Aki,Jooa,Kim,Kimi
Joan	fm	Jo,Joanie,Joann,Joanne,Joetta,Joni,Jonie
Joana	f	Joaninha
Joandra	f	
Joanie	f	Jo,Joan,Joann,Joanne,Joetta,Joni,Jonie
Joaninha	f	Joana
Joann	f	Jo,Joan,Joanie,Joanne,Joetta,Joni,Jonie
Joanna	f	Asia,Jo,Joasia,Jodi,Jodie,Jody,Joetta,Joey,Johanna
Jo-Anne	f	
Joanne	f	Jo,Joan,Joanie,Joann,Joannie,Joetta,Johanne,Joni,Jonie
Jóannes	m	Jógvan,Jóhannes,Jón
Joannes	m	Johannes
Joannicius	m	Ioannicius,Ioannikios
Joannie	f	Joanne,Johanne
Joan Pau	m	
João	m	Joãozinho
João Paulo	m	
Joãozinho	m	João
Joaquim	m	Quim,Ximo
Joaquima	f	
Joaquín	m	Joaquin
Joaquin	m	Joaquín
Joaquina	f	
Joar	m	
Jóarr	m	
Joas	m	
Joash	m	Jehoash
Joasia	f	Asia,Joanna
Job	m	
JoBeth	f	
Joby	m	
Jocasta	f	Iocasta,Iokaste
Jocelin	mf	Jocelyn,Joselyn,Joslyn,Joss,Josselin
Joceline	f	Jocelyne,Joseline,Joselyne
Jocelyn	fm	Jocelin,Joselyn,Joslyn,Joss,Josselin
Jocelyne	f	Joceline,Joseline,Joselyne
Jochebed	f	
Jochem	m	
Jochen	m	Achim,Jo,Joachim,Jockel
Jochim	m	
Joĉjo	m	Johano,Jozefo
Jock	m	Jockie,Jocky,Seoc
Jockel	m	Achim,Georg,Jakob,Jo,Joachim,Jochen,Jörg,Jürg
Jockie	m	Jock,Jocky,Seoc
Jocky	m	Jock,Jockie,Seoc
Jocosa	f	
Jodene	f	Jo,Joanna,Jodi,Jodie,Jody,Joey,Johanna,Josephine,Josey,Josie,Posie,Posy
Jodi	f	Jo,Joanna,Jodie,Jody,Joey,Johanna,Josephine,Josey,Josie,Posie,Posy
Jodie	f	Jo,Joanna,Jodi,Jody,Joey,Johanna,Josephine,Josey,Josie,Posie,Posy
Jodoc	m	Judoc
Jodocus	m	Iodocus,Iudocus,Joos,Judoc,Judocus
Jody	fm	Jo,Joanna,Jodi,Jodie,Joe,Joetta,Joey,Johanna,Jojo,Joseph,Josephine,Josey,Josie,Posie,Posy
Joe	m	Jo,Jody,Joey,Jojo,Joseph,Josey
Joël	m	
Joel	m	Yoel
Joele	m	Gioele
Joella	f	Joelle
Joëlle	f	
Joelle	f	Joella
Joep	m	Jef,Joes,Joop,Joos,Joost,Jos,Jozef,Sef,Sep,Sjef
Joeri	m	Youri
Joes	m	Han,Hanne,Hannes,Jan,Jef,Jo,Joep,Johan,Johannes,Joop,Joos,Joost,Jos,Jozef,Sef,Sep,Sjef
Joetta	f	Jo,Joan,Joanie,Joann,Joanna,Joanne,Jody,Joey,Johanna,Joni,Jonie,Josephine,Josey,Josie,Posie,Posy
Joey	mf	Jo,Joanna,Jodi,Jodie,Jody,Joe,Joetta,Johanna,Jojo,Joseph,Josephine,Josey,Josie,Posie,Posy
Joffrey	m	
Jofre	m	
Jógvan	m	Jóannes,Jóhannes,Jón
Johan	m	Han,Hanne,Hannes,Jan,Janne,Jannick,Jannik,Jantje,Jens,Jo,Joes,Johannes,Jon,Jone,Jöns,Joop
Johana	f	Johanka,Juana,Juanita
Johanan	m	Jehohanan
Johanka	f	Johana
Jóhann	m	Hannes,Jóhannes,Jón
Johann	m	Hannes,Hans,Jan,Jo,Johannes
Jóhanna	f	
Johanna	f	Hanna,Hanne,Hanneke,Hannele,Hannie,Janna,Janne,Jennigje,Jo,Joanna,Jody,Joey,Johanne,Johanneke,Joke,Jonna
Johann Baptist	m	
Johanne	f	Hanna,Hanne,Janne,Jannicke,Jannike,Joanne,Joannie,Johanna,Jonna
Johanneke	f	Hanna,Hanne,Hanneke,Hannie,Jennigje,Johanna,Joke
Jóhannes	m	Hannes,Jóannes,Jógvan,Jóhann,Jón
Johannes	m	Han,Hanne,Hannes,Hannu,Hans,Hänsel,Jaan,Jan,Janek,Jani,Janne,Jannick,Jannik,Jantje,Jens,Jo,Joannes,Joes,Johan,Johann,Jon,Jone,Joni,Jöns,Joop,Jouni,Juha,Juhan,Juhana,Juhani,Juho,Jukka,Jussi
Johano	m	Joĉjo
John	m	Johnie,Johnnie,Johnny,Jon
Johna	f	Johnie,Johnna,Johnnie
Johnathan	m	Johnathon,Jon,Jonathan,Jonathon,Jonny,Jonty
Johnathon	m	Johnathan,Jon,Jonathan,Jonathon,Jonny,Jonty
Johnie	mf	John,Johnna,Johnnie,Johnny,Jon
Johnna	f	Johnie,Johnnie
Johnnie	mf	John,Johnie,Johnna,Johnny,Jon
Johnny	m	John,Johnie,Johnnie,Jon
John Paul	m	
Johnson	m	
Jóhonaa'éí	m	
Joi	f	Joy,Joye
Joice	f	
Joisse	f	Joyce
Jojo	mf	Jo,Jody,Joe,Joey,Joleen,Jolene,Joline,Joseph,Josey
Joke	f	Hanna,Hanne,Hanneke,Hannie,Jennigje,Johanna,Johanneke
Jokin	m	
Joko	m	
Joktan	m	
Jokūbas	m	
Jökull	m	
Jokum	m	Joakim,Kim
Jola	f	Jolanta
Jolán	f	
Jolana	f	
Jolanda	f	
Jolánka	f	Jolán
Jolanta	f	Jola
Jolanthe	f	
Joleen	f	Jojo,Jolene,Joline
Jolene	f	Jojo,Joleen,Joline
Jolie	f	
Joline	f	Jojo,Joleen,Jolene
Jolyon	m	Jools,Jules,Julian
Jón	m	Hannes,Jóannes,Jógvan,Jóhann,Jóhannes
Jon	m	Hankin,Hann,Hannes,Ion,Jan,Janne,Jannick,Jannik,Jens,Jo,Johan,Johannes,John,Johnathan,Johnathon,Johnie,Johnnie,Johnny,Jonathan,Jonathon,Jone,Jonny,Jöns,Jonty
Jóna	f	
Jonah	m	
Jónás	m	
Jónas	m	
Jonás	m	
Jonáš	m	
Jonas	m	
Jonasz	m	
Jónatan	m	
Jonatán	m	
Jonatan	m	Jonathan
Jónatas	m	Jônatas
Jônatas	m	Jónatas
Jonathan	m	Johnathan,Johnathon,Jon,Jonatan,Jonathon,Jonny,Jonty
Jonathon	m	Johnathan,Johnathon,Jon,Jonathan,Jonny,Jonty
Jone	fm	Jan,Johan,Johannes,Jon
Jonelle	f	Jo,Joan,Joanie,Joann,Joanne,Joetta,Joni,Jonie
Jones	m	
Jonette	f	Jo,Joan,Joanie,Joann,Joanne,Joetta,Joni,Jonie
Jong	fm	Jeong,Jung
Jong-su	m	
Joni	fm	Hannes,Hannu,Jani,Jo,Joan,Joanie,Joann,Joanne,Joetta,Johannes,Jonie,Jouni,Juha,Juhana,Juhani,Juho,Jukka,Jussi
Jonie	f	Jo,Joan,Joanie,Joann,Joanne,Joetta,Joni
Jonna	f	Hanna,Hannele,Janna,Johanna,Johanne
Jonny	m	Johnathan,Johnathon,Jon,Jonathan,Jonathon,Jonty
Jonquil	f	
Jöns	m	Hannes,Jan,Johan,Johannes,Jon
Jonty	m	Johnathan,Johnathon,Jon,Jonathan,Jonathon,Jonny
Jooa	m	Aki,Joakim,Kim,Kimi
Jools	mf	Jules,Julia,Julian,Julie
Joon	m	Jun
Joona	m	
Joonas	m	
Joonatan	m	
Joon-ho	m	Jun-ho
Joop	m	Han,Hanne,Hannes,Jan,Jef,Jo,Joep,Joes,Johan,Johannes,Joos,Joost,Jos,Jozef,Sef,Sep,Sjef
Joord	m	
Joos	m	Jef,Jodocus,Joep,Joes,Joop,Joost,Jos,Jozef,Judocus,Justus,Sef,Sep,Sjef
Joosep	m	
Jooseppi	m	Juuso
Joost	m	Jef,Joep,Joes,Joop,Joos,Jos,Jozef,Judocus,Justus,Sef,Sep,Sjef
Joo-won	mf	Ju-won
Jorah	m	
Joram	m	Jehoram
Jöran	m	Göran,Örjan
Jordà	m	
Jordaan	m	
Jordán	m	
Jordan	mf	Jordana,Jordane,Jordanna,Jordin,Jordon,Jordyn,Jourdain
Jordana	f	Jordan,Jordanna,Jordin,Jordyn
Jordane	mf	Jordan,Jourdain
Jordanes	m	Iordanes,Iordanus
Jordanna	f	Jordan,Jordana,Jordin,Jordyn
Jordão	m	
Jordi	m	
Jordin	fm	Jordan,Jordana,Jordanna,Jordon,Jordyn
Jördis	f	
Jordon	m	Jordan,Jordin
Jordyn	f	Jordan,Jordana,Jordanna,Jordin
Jor-El	m	
Jörg	m	Georg,Jockel,Jürg
Jørg	m	Jørgen,Jørn
Jorge	m	Jorginho
Jörgen	m	Jörn
Jørgen	m	Jørg,Jørn
Jorginho	m	Jorge
Jorie	f	Margaret,Margaretta,Margarette,Marge,Margery,Margie,Margret,Marje,Marjorie,Marjory
Joris	m	
Jorja	f	Georgeanna,Georgetta,Georgia,Georgiana,Georgianna,Georgie,Georgina
Jorma	m	Jarmo,Jarno,Jere,Jeremias
Jörmungandr	m	Jǫrmungandr
Jǫrmungandr	m	Jörmungandr
Jörn	m	Jörgen
Jørn	m	Jørg,Jørgen
Jorrit	m	
Jorun	f	Jorunn
Jorunn	f	Jorun
Jórunnr	f	
Jory	m	
Jos	m	Jef,Joep,Joes,Joop,Joos,Joost,Jozef,Sef,Sep,Sjef
Josaphat	m	
Joscelin	m	
Josceline	f	Jocelyn,Joselyn,Joslyn,Joss
Joschka	m	
Jose	m	José,Pepe,Pepito
José	mf	Jose,Josefa,Pepe,Pepita,Pepito,Zé,Zezé
José Ángel	m	
José Antonio	m	
Joseba	m	
Josée	f	Josèphe,Joséphine
Jósef	m	
Josef	m	Jo,Jupp,Sepp
Josefa	f	José,Pepita
Josefien	f	Fieke,Fien,Fiene,Josephine,Pien
Josefiina	f	Iina
Josefin	f	Josefina,Josefine
Josefína	f	
Josefina	f	Josefin,Josefine
Josefine	f	Josefin,Josefina,Josephine
Joseline	f	Joceline,Jocelyne,Joselyne
José Luis	m	
Joselyn	f	Jocelyn,Joslyn,Joss
Joselyne	f	Joceline,Jocelyne,Joseline
José Manuel	m	Chema,Zé Manel
José Mari	m	Chema,José María
José María	m	Chema,José Mari
José Maria	m	Zé Maria
José Miguel	m	
Josèp	m	
Josep	m	
Josepa	f	
Josepe	m	
Joseph	m	Jo,Jody,Joe,Joey,Jojo,Josey
Josepha	f	
Josèphe	f	Fifi,Josée,Joséphine,Josette,Josiane,Josianne,Josyane
Josephina	f	Jo,Jody,Joey,Josephine,Josey,Josie,Posie,Posy
Joséphine	f	Fifi,Josée,Josèphe,Josette,Josiane,Josianne,Josyane
Josephine	f	Fieke,Fien,Fiene,Jo,Jodi,Jodie,Jody,Joetta,Joey,Josefien,Josefine,Josey,Josie,Pien,Posie,Posy
Josephus	m	
Josep Maria	m	
Joses	m	
Josette	f	Fifi,Josée,Josèphe,Joséphine,Josiane,Josianne,Josyane
Josey	mf	Jo,Jodi,Jodie,Jody,Joe,Joetta,Joey,Jojo,Joseph,Josephine,Josie,Posie,Posy
Josh	m	Joshua
Joshua	m	Josh
Josiah	m	Jasiah,Joziah
Josiane	f	Fifi,Josée,Josèphe,Joséphine,Josette,Josianne,Josyane
Josianne	f	Fifi,Josée,Josèphe,Joséphine,Josette,Josiane,Josyane
Josías	m	
Josias	m	
Josie	f	Jo,Jodi,Jodie,Jody,Joetta,Joey,Josephine,Josey,Posie,Posy
Josif	m	
Josip	m	Joško,Joso,Jože,Jožef,Jozo,Juš
Josipa	f	Jožica
Jóska	m	József,Józsi
Joško	m	Josip,Joso,Jozo
Joslyn	f	Jocelyn,Joselyn,Joss
Joso	m	Josip,Joško,Jozo
Joss	fm	Jocelyn,Joselyn,Joslyn
Josse	m	
Josselin	m	Jocelin,Jocelyn
Josseline	f	
Josslyn	f	Jocelyn,Joselyn,Joslyn,Joss
Jošt	m	
Jost	m	
Jostein	m	
Jósteinn	m	
Josu	m	
Josué	m	
Josune	f	
Josyane	f	Fifi,Josée,Josèphe,Joséphine,Josette,Josiane,Josianne
Jotham	m	
Jothi	fm	
Joukahainen	m	
Jouko	m	
Jouni	m	Hannes,Hannu,Jani,Johannes,Joni,Juha,Juhana,Juhani,Juho,Jukka,Jussi
Jourdain	m	Jordan,Jordane
Jouri	f	Juri
Journee	f	Journey,Journi
Journey	f	Journee,Journi
Journi	f	Journee,Journey
Jovan	m	Ivan,Ivica,Ivo,Jovica,Vancho,Vančo
Jovana	f	Jovanka,Jovka,Vana
Jovanka	f	Ivana,Jovana,Jovka,Vana
Jove	m	Iovis
Jovian	m	Iovianus
Jovica	m	Ivan,Jovan
Jovita	f	
Jovka	f	Ivana,Jovana,Jovanka,Vana
Jowan	m	
Jowita	f	
Joy	f	Joi,Joye
Joyce	fm	
Joye	f	Joi,Joy
Jozafat	m	
Jože	m	Josip,Jožef,Juš
Józef	m	
Jožef	m	Josip,Jože,Juš
Jozef	m	Jef,Joep,Joes,Joop,Joos,Joost,Jos,Sef,Sep,Sjef,Zef
Józefa	f	
Jožefa	f	Jozefa,Jožica,Pepca
Jozefa	f	Jožefa,Jožica,Pepca
Jozefien	f	
Józefina	f	
Jozefína	f	
Jozefina	f	Finka
Jozefo	m	Joĉjo
Joziah	m	Jasiah,Josiah
Jožica	f	Josipa,Jožefa,Jozefa,Pepca
Jozo	m	Josip,Joško,Joso
József	m	Jóska,Józsi
Józsi	m	Jóska,József
Józsua	m	
Jozua	m	
Jream	fm	Dream
Jrue	mf	Andie,Andrea,Andrew,Andy,Drew,Dru
Ju	fm	
Juan	mf	Ean,Juancho,Juanito
Juana	f	Johana,Juanita
Juan Antonio	m	
Juan Bautista	m	
Juan Carlos	m	
Juancho	m	Juan,Juanito
Juanfran	m	Juan Francisco
Juan Francisco	m	Juanfran
Juanita	f	Johana,Juana
Juanito	m	Juan,Juancho
Juan José	m	
Juanma	m	Juan Manuel
Juan Manuel	m	Juanma
Juanne	m	Giuanne
Juan Pablo	m	
Juan Pedro	m	
Juantxo	m	
Jubal	m	
Juda	m	Guda
Judah	m	
Judas	m	Jude
Judd	m	
Judda	f	
Jude	mf	Judas,Judi,Judie,Judith,Judy
Judi	f	Jude,Judie,Judith,Judy
Judicaël	m	Judikael,Yezekael
Judie	f	Jude,Judi,Judith,Judy
Judikael	m	Judicaël,Yezekael
Judit	f	Ditte,Judith,Jutta
Judita	f	Dita,Jitka
Judite	f	
Judith	f	Ditte,Jude,Judi,Judie,Judit,Judy,Jutta
Judoc	m	Iodocus,Iudocus,Jodoc,Jodocus,Judocus
Judocus	m	Iodocus,Iudocus,Jodocus,Joos,Joost,Judoc
Judy	f	Jude,Judi,Judie,Judith
Judyta	f	
Jugurtha	m	Yugurten
Juha	m	Jani,Johannes,Joni,Jouni,Juhana,Juhani,Juho,Jussi
Juhán	m	
Juhan	m	Hannes,Jaan,Janek,Johannes
Juhana	m	Hannes,Hannu,Jani,Johannes,Joni,Jouni,Juha,Juhani,Juho,Jukka,Jussi
Juhani	m	Hannes,Hannu,Jani,Johannes,Joni,Jouni,Juha,Juhana,Juho,Jukka,Jussi
Juho	m	Jani,Johannes,Joni,Jouni,Juha,Juhana,Juhani,Jussi
Jukka	m	Hannes,Hannu,Jani,Johannes,Joni,Jouni,Juhana,Juhani
Jūldyz	f	Zhuldyz
Julek	m	Julian,Juliusz
Julen	m	
Jules	mf	Jools,Julia,Julian
Juli	f	Júlia,Juliska,Lili
Júlía	f	
Júlia	f	Juli,Juliska,Lili
Julia	f	Iulia,Jools,Jules,Julie,Julissa,Juliya,Juul,Lia,Lieke,Lilli,Yulia,Yuliya,Yulya
Julià	m	
Julián	m	
Julian	m	Jools,Julek,Jules,Lian
Juliāna	f	Liāna
Juliana	f	Iuliana,Juliane,Julianna,Julianne,Leanna,Liana,Liane
Juliane	f	Juliana,Julienne,Liane
Julianna	f	Juliana,Julianne,Liana
Julianne	f	Juliana,Julianna,Liana
Juliano	m	Julião
Julião	m	Juliano
Julie	f	Jools,Julia,Juliet,Juliette,Lilli
Julien	m	
Julienne	f	Juliane
Juliet	f	Julie
Julieta	f	
Juliette	f	Julie
Julij	m	
Jūlija	f	
Julija	f	
Julijan	m	
Julijana	f	
Julinha	f	Júlia
Júlio	m	
Julio	m	
Júlio César	m	
Julio César	m	
Juliska	f	Juli,Júlia,Lili
Julissa	f	Julia
Julita	f	
Julitta	f	
Július	m	
Julius	m	Iulius,Juul
Juliusz	m	Julek
Juliya	f	Julia,Yulia,Yuliya,Yulya
July	fm	
Julyan	m	
Juma	m	
Jumana	f	Jumanah
Jumanah	f	Jumana
Jumanne	m	
Jummai	f	
Jun	mf	Joon
Juna	f	
Junaid	m	Junayd
Junaidi	m	
Junayd	m	Junaid
June	f	
Jung	fm	Jeong,Jong
Jung-hee	fm	Jeong-hui
Jung-ho	m	Jeong-ho
Jung-hoon	m	Jeong-hun
Jung-sook	f	Jeong-suk
Jun-ho	m	Joon-ho
Juni	fm	
Junia	f	Iunia
Jun'ichi	m	
Junior	m	
Juniper	f	
Junípero	m	
Junius	m	Iunius
Junko	f	
Juno	f	Iuno
Junon	f	
Junpei	m	
Jun-seo	m	
Jun-u	m	
Jun-yeong	mf	Jun-young
Jun-young	mf	Jun-yeong
Juozapas	m	Juozas
Juozas	m	Juozapas
Júpiter	m	
Jupiter	m	Iuppiter
Jupp	m	Jo,Josef,Sepp
Juraj	m	Jiří,Jure,Jurica
Jūratė	f	
Jure	m	Juraj,Jurica,Jurij
Jurek	m	Jerzy
Jürg	m	Georg,Jockel,Jörg
Jürgen	m	
Jurgen	m	
Jurģis	m	Georgijs,Georgs,Juris
Jurgis	m	
Jurgita	f	
Jüri	m	
Juri	f	Jouri
Jurian	m	
Jurica	m	Juraj,Jure,Jurij
Jurij	m	Jure,Jurica
Jurijs	m	
Juris	m	Georgijs,Georgs,Jurģis
Jūrō	m	Juro,Jurou,Juurou
Juro	m	Jūrō,Jurou,Juurou
Jurou	m	Jūrō,Juro,Juurou
Jurre	m	Gerrit,Jurryt
Jurriaan	m	
Jurryt	m	Gerrit,Jurre
Juš	m	Josip,Jože,Jožef
Juscelino	m	
Jussi	m	Hannes,Hannu,Jani,Johannes,Joni,Jouni,Juha,Juhana,Juhani,Juho,Jukka
Justa	f	Iusta
Justas	m	
Juste	m	
Justice	mf	
Justiina	f	
Justin	m	Justy
Justína	f	
Justina	f	Iustina
Justinas	m	
Justīne	f	
Justine	f	Justy
Justinian	m	
Justino	m	
Justo	m	
Justus	m	Iustus,Joos,Joost
Justy	mf	Justin,Justine
Justyn	m	
Justýna	f	
Justyna	f	
Jusuf	m	Yusuf,Yusup
Jusztina	f	
Juta	f	
Jutta	f	Judith
Juturna	f	Iuturna
Juul	fm	Julia,Julius,Lia,Lieke
Juurou	m	Jūrō,Juro,Jurou
Juuso	m	Jooseppi
Juvela	f	
Juvenal	m	
Juventas	f	Iuventas
Juventino	m	
Juventinus	m	Iuventinus
Ju-won	mf	Joo-won
Jyldyz	f	Zhyldyz
Jyothi	fm	
Jyoti	fm	
Jyotsana	f	Jyotsna
Jyotsna	f	Jyotsana
Jyrgal	mf	Zhyrgal
Jyri	m	Jyrki
Jyrki	m	Jyri
Jytte	f	
Kaan	m	Kağan
Kaapo	m	Gabriel
Kaapro	m	Gabriel,Kaapo
Kaarel	m	
Kaarina	f	Karin
Kaarle	m	Kaarlo
Kaarlo	m	Kaarle
Kabelo	m	
Kabujiya	m	Cambyses,Kambujiya,Kambyses
Kacey	fm	Case,Casey,Kacie,Kase,Kasey,Kayce,Kaycee
Kacie	f	Casey,Kacey,Kasey,Kayce,Kaycee
Kacper	m	
Kade	m	Cade
Kadek	mf	
Kaden	m	Caden,Caiden,Cayden,Kaeden,Kaiden,Kayden
Kadence	f	Cadence,Kaydence
Kader	mf	Qadir
Kadi	f	Kadri,Kai,Kaia,Kaidi,Kaisa,Kaja,Katariina,Kati,Katrin,Riin,Riina,Triin,Triinu
Kadiatou	f	
Kadir	m	
Kadmos	m	Cadmus
Kadri	fm	Kadi,Kaia,Kaidi,Kaisa,Kaja,Katariina,Kati,Katrin,Riin,Riina,Triin,Triinu
Kadriye	f	
Kadyr	m	
Kae	f	Catharine,Catherine,Cathryn,Kat,Kate,Katharyn,Katherine,Katheryn,Kathi,Kathie,Kathryn,Kathy,Kay,Kaye,Kit,Kittie,Kitty
Kaede	fm	
Kaeden	m	Caden,Caiden,Cayden,Kaden,Kaiden,Kayden
Kaelea	f	Caleigh,Caylee,Kailee,Kailey,Kaleigh,Kaley,Kali,Kalie,Kaylee,Kayleigh,Kayley,Kaylie
Kaelee	f	Caleigh,Caylee,Kailee,Kailey,Kaleigh,Kaley,Kali,Kalie,Kaylee,Kayleigh,Kayley,Kaylie
Kaelyn	f	Caelan,Cailyn,Kailyn,Kalyn,Kaylan,Kaylen,Kaylin,Kaylyn,Kaylynn
Kaeo	mf	Kaew
Kaety	f	Cat,Catharine,Catherine,Cathie,Cathryn,Cathy,Kat,Kate,Katey,Katharyn,Katherine,Katheryn,Kathi,Kathie,Kathryn,Kathy,Katie,Katy,Kay,Kaye,Kit,Kittie,Kitty
Kaew	mf	Kaeo
Kağan	m	İlhan,Kaan
Kagiso	mf	
Kaguya	f	
Kahina	f	
Kahurangi	fm	
Kai	mf	Cornelis,Gerhard,Kadi,Kadri,Kaia,Kaidi,Kaisa,Kaj,Kaja,Katariina,Kati,Katrin,Kay,Nicolaas,Riin,Riina,Triin,Triinu
Kaia	f	Cathrine,Catrine,Ina,Kadi,Kadri,Kai,Kaidi,Kaisa,Kaja,Kari,Katariina,Katarina,Katharina,Kathrine,Kati,Katrin,Katrine,Riin,Riina,Triin,Triinu
Kaiaphas	m	
Kaiden	m	Caden,Caiden,Cayden,Kaden,Kaeden,Kayden
Kaidi	f	Kadi,Kadri,Kai,Kaia,Kaisa,Kaja,Katariina,Kati,Katrin,Riin,Riina,Triin,Triinu
Kaija	f	Iina,Kaisa,Kata,Katariina,Kati,Katri,Katriina,Riina
Kaila	f	Cayla,Kayla,Keila
Kailani	f	Kaylani,Kehlani
Kailash	m	
Kailee	f	Caleigh,Caylee,Kailey,Kaleigh,Kaley,Kali,Kalie,Kaylee,Kayleigh,Kayley,Kaylie
Kailey	f	Caleigh,Caylee,Kailee,Kaleigh,Kaley,Kali,Kalie,Kaylee,Kayleigh,Kayley,Kaylie
Kailyn	f	Caelan,Cailyn,Kaelyn,Kalyn,Kaylan,Kaylen,Kaylin,Kaylyn,Kaylynn
Kaimana	mf	
Kain	m	
Kainan	m	
Kaipo	mf	
Kaíque	m	Caíque,Carlos Henrique
Kairi	f	
Kairo	m	Cairo,Kyro
Kaïs	m	Kais,Qays
Kais	m	Kaïs,Qays
Kaisa	f	Iina,Kadi,Kadri,Kai,Kaia,Kaidi,Kaija,Kaja,Kata,Katariina,Kati,Katri,Katriina,Katrin,Riin,Riina,Triin,Triinu
Kaiser	m	
Kaison	m	Cason,Cayson,Kaizen,Kasen,Kason,Kaysen,Kayson,Kyson
Kaiti	f	Aikaterini,Ekaterini,Keti
